ID_особи,Пол,Порода,Дата_Рождения,Родитель_папа,Родитель_мама,Удой л/день,Упитанность,Коэффициент инбридинга (F),Прирост веса кг/день,Здоровье (1-10),Фертильность (%),Генетическая ценность (баллы)
8108,Самка,Голштинская,2019-11-11,9693,8952,"23,69956899",4,"0,18","1,31",8,,77
8109,Самец,Симентальская,2022-07-15,5764,6845,,3,"0,08",,9,80,90
8110,Самец,Симентальская,2018-05-19,6038,2885,,4,"0,19",,10,,70
8111,Самец,Швицкая,2023-03-01,2682,5537,"24,03654014",4,"0,19",,9,83,79
8112,Самец,Айрширская,2020-02-04,2078,2516,"38,99490993",4,"0,15",,5,94,75
8113,Самка,Симентальская,2023-12-27,7984,5913,,5,"0,07",,8,,88
8114,Самка,Герефорд,2020-03-22,2663,1080,,3,"0,17","1,13",9,83,70
8115,Самец,Голштинская,2021-08-21,6711,8426,"20,93277766",4,"0,1",,10,,75
8116,Самец,Герефорд,2019-04-07,5172,9357,"24,25947402",4,"0,02","1,12",10,90,87
8117,Самец,Голштинская,2021-03-11,2579,9519,,2,"0,1",,9,89,74
8118,Самка,Айрширская,2022-11-01,2487,1032,,3,"0,05",,9,,71
8119,Самка,Айрширская,2022-08-24,9881,3460,,2,"0,06","1,1",8,92,91
8120,Самка,Симентальская,2023-08-10,6221,0109,,3,"0,12","1,04",5,,79
8121,Самка,Герефорд,2022-06-12,7618,7244,,4,"0,16","0,89",7,,90
8122,Самец,Герефорд,2020-04-10,2154,5131,"26,46847638",4,"0,05",,10,84,92
8123,Самка,Герефорд,2019-08-08,8578,7730,"23,33537783",4,"0,14","0,87",5,78,70
8124,Самка,Голштинская,2023-12-05,7189,7706,"25,96329135",4,"0,17","1,43",7,84,84
8125,Самец,Швицкая,2022-01-27,7525,6323,,4,"0,05","1,48",10,,83
8126,Самец,Айрширская,2018-12-20,8719,7836,"22,44828207",3,"0,03","1,13",6,,81
8127,Самец,Голштинская,2018-03-22,7648,6656,"23,29914717",3,"0,02",,10,86,90
8128,Самка,Симентальская,2020-10-26,4921,8306,,4,"0,17","1,13",7,86,93
8129,Самец,Герефорд,2022-10-10,1228,8509,,3,"0,07",,9,87,92
8130,Самец,Симентальская,2019-10-21,3457,1425,"25,70380995",3,"0,14",,7,,86
8131,Самец,Симентальская,2022-04-24,7496,3091,"34,29216329",2,"0,1",,10,84,95
8132,Самец,Айрширская,2023-08-03,6597,9733,,4,"0,16","1,5",8,81,84
8133,Самка,Швицкая,2023-09-15,8184,2021,,4,"0,13",,5,94,93
8134,Самка,Швицкая,2020-10-09,3590,5290,"31,44050883",5,"0,19","1,15",8,89,83
8135,Самка,Герефорд,2021-07-17,3933,2393,"33,05700868",4,"0,16","1,35",9,,83
8136,Самка,Швицкая,2019-06-23,0819,8598,"37,70366416",4,"0,07","0,88",7,,83
8137,Самец,Голштинская,2022-01-19,2921,4841,"32,62328557",4,"0,03","1,14",10,,93
8138,Самка,Герефорд,2023-09-09,9912,5372,,4,"0,16",,6,,71
8139,Самка,Герефорд,2019-06-03,2954,9368,"35,57946343",3,"0,08",,8,75,88
8140,Самка,Герефорд,2018-06-16,2983,4409,,2,"0,05",,7,,93
8141,Самка,Швицкая,2019-09-15,0147,0682,"23,17157125",4,"0,06","1,22",5,85,93
8142,Самка,Симентальская,2022-05-12,1695,3016,,3,"0,04","1,24",10,80,78
8143,Самец,Швицкая,2021-05-08,6092,9367,"28,98899168",4,"0,12",,8,94,76
8144,Самка,Герефорд,2023-01-02,6446,6831,"23,93461136",4,"0,03","1,07",5,92,91
8145,Самка,Голштинская,2020-01-12,4975,5214,,3,"0,18",,8,92,85
8146,Самка,Симентальская,2022-03-02,8524,9004,"24,29982009",4,"0,07",,7,,70
8147,Самец,Симентальская,2021-04-02,3892,3429,"21,45060055",3,"0,09",,5,,86
8148,Самка,Герефорд,2020-02-26,6601,5044,"20,25822191",3,"0,07","0,92",9,,95
8149,Самка,Айрширская,2021-03-18,5641,5894,,3,"0,15","0,85",5,84,85
8150,Самка,Айрширская,2021-01-26,8366,7883,,4,"0,06","1,21",7,86,83
8151,Самец,Герефорд,2020-11-19,4686,6779,"37,45548291",3,"0,14","1,33",9,,88
8152,Самец,Симентальская,2019-11-14,8866,5546,,5,"0,15",,5,,86
8153,Самец,Герефорд,2021-02-18,2107,8220,,3,"0,04","1,32",6,79,89
8154,Самка,Швицкая,2021-05-27,3416,0009,,4,"0,15",,10,75,78
8155,Самка,Герефорд,2021-09-25,2741,2324,"26,179894",3,"0,17","1,1",10,,87
8156,Самец,Швицкая,2019-12-13,1875,2245,,5,"0,1","0,83",8,,95
8157,Самец,Симентальская,2018-03-11,0315,3630,,3,"0,03","1,11",7,94,89
8158,Самец,Симентальская,2019-04-25,8406,8645,,5,"0,2",,10,77,88
8159,Самец,Айрширская,2023-07-22,3503,2331,"21,82601055",4,"0,05",,9,,94
8160,Самец,Швицкая,2021-08-18,2710,0800,"32,60068115",2,"0,03","1,36",8,87,91
8161,Самец,Герефорд,2021-09-25,5180,5079,"29,45199481",4,"0,03",,8,,91
8162,Самка,Голштинская,2022-10-18,8149,6605,"21,97094399",4,"0,05",,10,,75
8163,Самка,Айрширская,2022-12-12,2919,3455,,2,"0,18",,8,,88
8164,Самец,Швицкая,2020-11-04,1877,3709,,3,"0,13","1,34",10,,83
8165,Самка,Герефорд,2023-05-13,5537,2711,"20,40243605",4,"0,04","0,82",10,78,76
8166,Самка,Айрширская,2018-01-27,1699,1403,"33,59927897",4,"0,04",,5,,92
8167,Самка,Симентальская,2018-12-09,6844,9126,"37,79250816",4,"0,11","0,84",8,79,84
8168,Самка,Симентальская,2018-12-09,1775,9351,,3,"0,01","1,27",6,87,74
8169,Самка,Герефорд,2018-05-25,7959,1353,"31,3647695",4,"0,17","1,07",8,,75
8170,Самка,Голштинская,2022-07-02,1897,9734,"38,80764634",4,"0,17",,10,86,82
8171,Самец,Симентальская,2023-08-17,0957,5332,,3,"0,08",,9,,79
8172,Самка,Герефорд,2021-11-16,2923,5390,"32,95784376",3,"0,02",,5,76,74
8173,Самка,Симентальская,2020-02-25,0151,5477,"26,89805838",4,"0,04",,6,,72
8174,Самец,Герефорд,2021-09-05,9873,4513,,2,"0,09",,7,,88
8175,Самка,Айрширская,2018-01-13,8208,0273,,4,"0,06","1,47",7,,92
8176,Самец,Симентальская,2023-08-17,4633,8980,,3,"0,06",,7,,94
8177,Самец,Айрширская,2019-01-02,5561,8898,"24,7885074",4,"0,06",,5,,91
8178,Самец,Герефорд,2021-09-21,4317,3860,,4,"0,15","0,81",10,86,78
8179,Самка,Герефорд,2021-12-13,6674,3458,"35,47022012",3,"0,06",,10,,81
8180,Самец,Герефорд,2023-08-11,5862,8748,,3,"0,16","0,91",9,,92
8181,Самка,Швицкая,2023-03-23,9900,9317,"33,99081347",4,"0,04",,9,81,70
8182,Самец,Голштинская,2021-08-27,7550,5992,,4,"0,2",,10,90,86
8183,Самец,Айрширская,2020-05-26,4160,3895,"36,83706318",4,"0,18",,7,,71
8184,Самка,Швицкая,2021-07-23,2026,1290,,4,"0,11",,8,89,88
8185,Самец,Айрширская,2022-08-08,3648,7669,,2,"0,05",,6,85,93
8186,Самец,Симентальская,2021-01-03,3210,8010,,3,"0,18","1,32",9,,78
8187,Самец,Герефорд,2021-10-10,1093,0833,,3,"0,19",,8,93,73
8188,Самка,Швицкая,2019-03-24,8654,5075,,4,"0,07","0,88",5,86,82
8189,Самка,Симентальская,2022-07-19,2049,7270,"22,49712283",4,"0,2",,5,84,86
8190,Самка,Швицкая,2018-02-06,0998,8663,"24,6395506",4,"0,15","1,2",10,89,86
8191,Самка,Симентальская,2023-11-17,0835,7315,,5,"0,03","1,45",5,93,73
8192,Самка,Голштинская,2018-06-06,9421,9056,,4,"0,1",,8,,90
8193,Самец,Швицкая,2018-11-27,2830,4101,,3,"0,09","1,28",7,75,82
8194,Самка,Швицкая,2018-02-04,4173,4935,"35,19949123",2,"0,07",,6,,74
8195,Самка,Швицкая,2020-02-05,9569,4591,"36,53656437",4,"0,17","1,3",9,,85
8196,Самец,Герефорд,2019-04-18,2810,3435,,4,"0,19",,8,,82
8197,Самец,Симентальская,2023-03-02,2749,2515,,3,"0,17",,9,,85
8198,Самец,Швицкая,2019-12-05,5251,4452,"26,09628044",2,"0,09",,6,91,76
8199,Самка,Швицкая,2022-10-05,7946,3475,,3,"0,16",,8,,91
8200,Самка,Голштинская,2023-07-21,7261,5419,"29,40432942",4,"0,08",,6,,70
8201,Самец,Герефорд,2023-10-10,5353,3833,"25,57070853",2,"0,17","0,99",9,84,92
8202,Самка,Швицкая,2018-01-26,2028,0572,,4,"0,06",,7,,74
8203,Самка,Герефорд,2022-02-18,3500,9067,,3,"0,02","1,13",5,93,94
8204,Самка,Айрширская,2023-04-13,3489,8210,,4,"0,14","1,01",7,,82
8205,Самец,Герефорд,2018-08-25,7619,3747,,4,"0,06",,5,,83
8206,Самка,Голштинская,2022-11-23,6211,4475,"31,9888609",4,"0,06",,9,,88
8207,Самка,Швицкая,2021-03-05,7946,3418,"33,59242381",4,"0,2",,6,81,94
8208,Самка,Швицкая,2021-09-16,4645,2070,,3,"0,2","1,48",10,,81
8209,Самка,Голштинская,2022-04-03,4663,3684,"24,88239044",4,"0,05",,6,86,95
8210,Самка,Симентальская,2022-01-18,6848,0480,,2,"0,02",,10,79,83
8211,Самец,Голштинская,2023-05-28,8583,1055,,2,"0,17","1,07",9,81,73
8212,Самец,Швицкая,2022-06-11,2655,3185,,4,"0,18","0,87",8,80,86
8213,Самец,Швицкая,2018-04-05,3846,3605,"37,29747893",3,"0,05",,6,75,90
8214,Самец,Айрширская,2022-08-01,6699,6184,"25,13268097",4,"0,18",,9,77,70
8215,Самка,Герефорд,2019-11-14,1795,6483,"26,24604202",4,"0,16",,8,,81
8216,Самец,Айрширская,2021-05-16,8280,9526,,3,"0,08","1,47",6,88,90
8217,Самка,Швицкая,2019-07-22,6872,8965,,3,"0,02",,6,81,94
8218,Самец,Айрширская,2020-09-27,0532,7644,,3,"0,09","1,33",9,,70
8219,Самец,Симентальская,2020-12-20,4543,5275,,4,"0,05","1,38",8,86,93
8220,Самец,Голштинская,2022-04-22,3550,4027,"38,21083226",4,"0,05","1,02",7,,90
8221,Самец,Голштинская,2020-05-11,3688,3005,"34,79505029",3,"0,12","1,35",6,,79
8222,Самка,Герефорд,2021-12-15,4825,1429,"21,89209998",4,"0,02","1,08",5,,79
8223,Самка,Швицкая,2021-03-23,5217,3350,,4,"0,09",,7,,91
8224,Самец,Айрширская,2023-05-14,5125,8427,,4,"0,19",,5,89,83
8225,Самец,Голштинская,2022-06-06,0773,8611,,2,"0,06",,10,77,89
8226,Самка,Симентальская,2019-11-03,0067,2674,"22,520041",3,"0,01","0,93",8,,90
8227,Самка,Симентальская,2018-07-23,8387,7378,,4,"0,2","0,9",5,89,93
8228,Самка,Симентальская,2018-09-08,2074,8581,,4,"0,1",,9,83,87
8229,Самка,Швицкая,2018-09-14,1179,3996,,4,"0,05",,10,,95
8230,Самец,Герефорд,2020-11-11,8418,0852,,4,"0,14","1,37",7,,82
8231,Самец,Герефорд,2020-06-07,4177,2555,,4,"0,01",,5,,92
8232,Самка,Голштинская,2022-08-26,7038,5309,"31,39264443",3,"0,14",,5,88,77
8233,Самец,Симентальская,2021-05-14,0165,7986,"37,02775471",4,"0,14",,10,76,89
8234,Самка,Симентальская,2021-05-20,2456,4176,,3,"0,07",,10,,78
8235,Самец,Швицкая,2018-02-26,9195,6172,"28,63994368",3,"0,04","1,21",8,79,82
8236,Самка,Симентальская,2023-06-19,8244,8826,,4,"0,16",,6,,75
8237,Самка,Айрширская,2020-01-18,1257,3582,"28,84540971",4,"0,05","0,93",5,,70
8238,Самец,Голштинская,2019-11-08,7290,7056,"25,18501103",4,"0,15",,5,,82
8239,Самец,Герефорд,2021-10-01,7046,3290,,4,"0,19",,9,84,77
8240,Самка,Голштинская,2023-01-06,7424,6056,"36,51156459",4,"0,02",,5,,71
8241,Самец,Швицкая,2023-05-02,7266,8726,,4,"0,06",,6,75,81
8242,Самец,Голштинская,2019-08-22,0942,2585,"31,5669198",4,"0,05",,10,,90
8243,Самка,Герефорд,2020-11-21,0698,1262,,4,"0,12","1,24",6,,79
8244,Самка,Голштинская,2021-12-08,4150,8923,"35,02561158",4,"0,15","1,39",7,,82
8245,Самка,Симентальская,2020-10-16,7596,2850,,4,"0,01",,5,,92
8246,Самка,Швицкая,2019-09-19,7124,1099,,5,"0,04","1,37",9,,71
8247,Самка,Айрширская,2020-03-18,8464,6419,"28,49492061",4,"0,19",,8,80,94
8248,Самец,Айрширская,2023-06-16,8755,0225,"37,27536735",5,"0,03","1,42",10,82,71
8249,Самец,Симентальская,2023-08-25,3429,3034,"38,44848851",3,"0,12","0,84",5,85,70
8250,Самец,Швицкая,2019-01-10,6872,7180,"34,50582384",4,"0,18",,9,86,70
8251,Самец,Голштинская,2019-09-01,1436,9492,"22,43674517",3,"0,06","1,45",9,,70
8252,Самец,Симентальская,2022-08-16,2183,3014,"37,53224063",4,"0,04","1,02",5,,88
8253,Самка,Голштинская,2022-01-08,1626,2677,,4,"0,01",,10,85,89
8254,Самец,Айрширская,2019-10-21,5844,2599,,4,"0,14",,8,92,93
8255,Самка,Симентальская,2022-09-19,5517,2335,,3,"0,05",,8,,72
8256,Самка,Швицкая,2023-01-02,5769,6747,"37,34484492",3,"0,14",,7,82,89
8257,Самка,Голштинская,2020-06-01,3229,3983,"28,33470543",4,"0,06",,7,,81
8258,Самка,Голштинская,2021-03-13,4537,3920,,4,"0,04",,6,,82
8259,Самка,Симентальская,2018-10-21,1453,3377,"30,1744",2,"0,07",,5,,91
8260,Самка,Айрширская,2018-04-09,2611,1555,"31,42083683",4,"0,17","1,13",6,,90
8261,Самка,Голштинская,2021-05-02,7220,2789,,3,"0,18",,5,,91
8262,Самец,Швицкая,2018-12-17,4254,9217,"39,74945006",3,"0,16",,7,,81
8263,Самец,Герефорд,2022-11-13,8285,2985,"22,75677194",4,"0,15","1,19",10,,78
8264,Самец,Швицкая,2022-01-13,4577,0333,,4,"0,02","1,17",10,,85
8265,Самец,Голштинская,2019-07-03,7245,8195,,4,"0,14",,6,92,82
8266,Самец,Герефорд,2020-11-03,8068,9828,"38,22725744",4,"0,09","1,12",5,93,78
8267,Самка,Айрширская,2021-06-04,3519,4668,"38,37577463",4,"0,1",,10,,84
8268,Самец,Симентальская,2022-01-26,5615,8656,,5,"0,09","1,13",7,,84
8269,Самец,Швицкая,2021-09-16,3009,1524,"28,14087046",4,"0,13","1,25",7,78,93
8270,Самец,Симентальская,2019-08-19,6168,0668,,4,"0,14","0,83",8,,78
8271,Самка,Голштинская,2022-08-15,4880,2803,,4,"0,07",,7,,78
8272,Самец,Герефорд,2023-04-15,5157,0158,,3,"0,11","1,27",6,86,92
8273,Самец,Айрширская,2022-11-14,5664,9274,"21,42571975",4,"0,12",,5,81,72
8274,Самец,Симентальская,2020-04-28,2005,4750,,3,"0,08","0,96",8,,81
8275,Самец,Герефорд,2018-10-15,2455,2747,,4,"0,15",,7,85,82
8276,Самка,Герефорд,2018-01-27,6700,3123,"31,98591654",4,"0,1",,7,93,86
8277,Самец,Симентальская,2018-02-16,8386,5163,,4,"0,15",,9,79,74
8278,Самка,Голштинская,2023-11-09,3251,3575,,3,"0,07","1,32",6,,70
8279,Самец,Симентальская,2023-02-08,9349,0372,"29,01511133",4,"0,11",,10,,71
8280,Самка,Швицкая,2023-10-08,9771,9280,,3,"0,03","0,84",7,89,70
8281,Самец,Симентальская,2021-09-18,2678,5655,"28,95849739",4,"0,17",,5,95,79
8282,Самка,Голштинская,2019-09-26,3828,2893,"38,24387602",4,"0,19",,8,91,80
8283,Самец,Айрширская,2019-12-27,5546,0209,"36,28260315",4,"0,13",,10,,85
8284,Самка,Швицкая,2021-05-23,3355,3385,"33,2151355",3,"0,16","0,91",9,,91
8285,Самка,Айрширская,2020-04-21,4966,1064,,4,"0,04",,7,,95
8286,Самка,Герефорд,2020-10-21,3382,4476,"22,24590568",3,"0,17",,5,,85
8287,Самка,Швицкая,2022-09-26,5222,5997,,4,"0,09","1,01",10,86,72
8288,Самка,Швицкая,2022-02-24,4448,7145,,3,"0,03","1,15",6,83,91
8289,Самец,Айрширская,2020-03-22,1409,7385,"35,71015198",4,"0,13","1,31",7,,91
8290,Самец,Голштинская,2022-11-02,3623,2514,"28,51087177",3,"0,19","1,15",10,80,82
8291,Самец,Герефорд,2018-04-02,5358,4719,"28,79056548",3,"0,12","1,27",10,,80
8292,Самец,Голштинская,2020-07-17,8322,1578,,5,"0,11","0,86",6,,92
8293,Самка,Айрширская,2018-02-06,2632,3176,,4,"0,08","1,24",6,,79
8294,Самка,Швицкая,2022-12-03,9461,9310,"25,12330121",5,"0,17",,9,,87
8295,Самка,Голштинская,2018-10-03,1962,5777,,4,"0,13",,9,78,83
8296,Самка,Швицкая,2018-03-06,7483,2255,"39,6935491",4,"0,06",,10,,71
8297,Самец,Айрширская,2019-08-24,5402,6869,,3,"0,19",,8,,80
8298,Самец,Айрширская,2023-10-08,7873,1833,,3,"0,17","0,93",6,90,80
8299,Самка,Голштинская,2021-04-06,3701,6091,"27,12538999",4,"0,13",,8,,86
8300,Самка,Айрширская,2021-10-28,8134,1201,"20,23837273",3,"0,08",,7,75,82
8301,Самец,Швицкая,2022-05-01,5147,9375,"26,67712579",4,"0,09","1,23",5,,92
8302,Самец,Голштинская,2020-11-21,5501,4158,,4,"0,11","0,89",10,,83
8303,Самец,Голштинская,2020-04-16,1600,8817,"37,52938833",2,"0,02","1,29",7,,87
8304,Самка,Швицкая,2018-09-09,2778,7506,"20,34751943",3,"0,02","1,19",8,,87
8305,Самец,Голштинская,2023-03-18,7457,0192,,5,"0,06","0,93",6,77,89
8306,Самка,Симентальская,2021-10-03,7804,6147,,4,"0,13","1,17",9,,91
8307,Самка,Айрширская,2018-03-07,3341,5472,,4,"0,18",,5,92,87
8308,Самка,Герефорд,2019-05-17,7875,6585,,4,"0,19",,9,76,75
8309,Самка,Голштинская,2019-01-19,0011,5027,"23,64028011",4,"0,12",,5,,75
8310,Самец,Швицкая,2020-04-04,1893,4389,"23,04317278",4,"0,13",,7,,80
8311,Самка,Швицкая,2018-02-08,3111,3582,,2,"0,06",,5,94,88
8312,Самка,Голштинская,2018-09-26,0154,8045,"28,66162092",4,"0,16","1,49",8,,85
8313,Самец,Швицкая,2022-10-20,0723,4854,,5,"0,19","1,09",10,,84
8314,Самка,Голштинская,2018-04-26,0707,0804,"25,99028453",3,"0,13","1,47",9,,87
8315,Самец,Герефорд,2018-08-19,1657,6397,,4,"0,11","1,41",10,80,92
8316,Самка,Швицкая,2018-08-23,8840,2352,"37,20241308",3,"0,17","0,83",9,82,86
8317,Самец,Герефорд,2019-05-09,1497,1990,,3,"0,07",,6,,70
8318,Самка,Швицкая,2022-10-04,5600,3980,,4,"0,18",,6,,95
8319,Самец,Айрширская,2019-06-23,8158,0357,,4,"0,1",,7,,81
8320,Самка,Симентальская,2019-05-23,5760,5188,"31,69670119",2,"0,07","1,48",9,,76
8321,Самка,Швицкая,2021-06-07,2334,4894,,3,"0,1",,10,95,84
8322,Самец,Голштинская,2019-09-22,2660,4670,,3,"0,14",,9,90,70
8323,Самец,Швицкая,2018-12-16,7416,8543,,4,"0,2",,5,,72
8324,Самец,Айрширская,2022-07-21,2853,9672,"33,53529411",4,"0,07","1,39",8,95,76
8325,Самка,Айрширская,2019-04-19,4617,2063,,3,"0,14",,5,,81
8326,Самец,Герефорд,2021-08-03,4302,6116,,4,"0,2","1,35",7,90,70
8327,Самка,Айрширская,2018-12-08,5948,4264,,3,"0,08","0,81",10,92,89
8328,Самка,Айрширская,2023-06-21,5599,5849,,4,"0,09",,9,,76
8329,Самка,Симентальская,2022-03-21,1175,4131,"26,57606409",2,"0,02","1,45",9,94,81
8330,Самец,Айрширская,2018-05-09,4916,0917,,2,"0,16","1,23",6,,81
8331,Самец,Симентальская,2020-12-04,9261,4030,"39,99919163",3,"0,07","1,04",6,,95
8332,Самка,Герефорд,2021-05-15,2038,6922,,3,"0,17",,5,78,90
8333,Самец,Герефорд,2019-01-25,7716,6671,"27,33961489",5,"0,06",,10,,92
8334,Самец,Швицкая,2021-10-08,1043,7818,"30,65792075",4,"0,08",,8,76,77
8335,Самка,Герефорд,2018-02-07,2682,4944,"30,05577812",3,"0,05",,9,93,75
8336,Самец,Айрширская,2021-11-03,8023,4376,"34,19568502",4,"0,02",,10,,86
8337,Самка,Голштинская,2021-07-16,1680,5964,,3,"0,04","1,41",6,79,94
8338,Самец,Швицкая,2023-10-18,7633,4524,"23,08659591",4,"0,06","1,35",9,,87
8339,Самец,Герефорд,2021-03-07,4098,5939,"22,2725422",3,"0,15","0,96",7,76,94
8340,Самец,Герефорд,2018-01-11,8684,7377,,4,"0,12","0,84",6,91,93
8341,Самец,Герефорд,2020-08-28,6974,6312,"34,62625575",4,"0,03","1,01",6,75,74
8342,Самка,Симентальская,2019-05-22,7724,8822,"34,57966331",2,"0,12","1,42",8,75,75
8343,Самка,Герефорд,2021-11-21,0179,0802,"28,59872978",3,"0,2","0,87",7,,82
8344,Самец,Герефорд,2023-03-05,0882,8971,,4,"0,14","1,47",6,75,78
8345,Самка,Швицкая,2019-06-02,5696,4656,,3,"0,14","0,87",6,,81
8346,Самец,Голштинская,2020-03-17,2198,9566,,3,"0,04","0,92",10,,73
8347,Самка,Герефорд,2019-01-13,9770,6213,,3,"0,07","1,19",5,,87
8348,Самка,Голштинская,2020-06-13,6080,6636,"38,93750585",2,"0,12",,6,80,87
8349,Самец,Симентальская,2022-08-09,2842,6753,,5,"0,2","1,09",9,91,90
8350,Самка,Швицкая,2023-05-11,4635,2406,"39,25810993",4,"0,1","0,82",5,77,85
8351,Самец,Симентальская,2023-04-03,2968,1040,"27,91372096",5,"0,11",,9,,92
8352,Самец,Симентальская,2019-02-13,2765,9123,"28,32328243",2,"0,13","1,15",10,,87
8353,Самка,Симентальская,2019-11-11,8584,4230,,4,"0,15","1,02",8,93,81
8354,Самка,Айрширская,2023-07-01,9945,3061,,4,"0,19","1,42",6,80,78
8355,Самка,Симентальская,2022-12-11,1022,3732,,4,"0,1",,9,,91
8356,Самец,Голштинская,2018-07-15,6163,4260,"30,70797315",2,"0,05",,7,,84
8357,Самка,Симентальская,2020-02-08,2509,1857,,3,"0,06",,9,,87
8358,Самка,Симентальская,2021-07-18,2267,7974,"29,00850424",3,"0,12","1,34",8,81,76
8359,Самка,Голштинская,2023-12-15,7073,2487,"37,34494648",4,"0,18","0,94",7,94,80
8360,Самец,Швицкая,2019-08-20,9107,8054,"35,94043772",3,"0,08",,6,,75
8361,Самка,Айрширская,2021-12-12,8157,7711,"20,15820315",4,"0,11",,10,93,80
8362,Самка,Голштинская,2020-09-21,6557,4064,"24,76983548",2,"0,16",,9,,92
8363,Самка,Айрширская,2019-07-05,3453,1198,"29,48002113",4,"0,13",,7,,78
8364,Самец,Герефорд,2019-01-03,4645,0358,,3,"0,16","0,99",7,,72
8365,Самка,Герефорд,2023-03-07,1102,7429,"38,56194481",3,"0,14","1,2",10,82,70
8366,Самка,Швицкая,2022-02-21,1947,9338,,4,"0,17","0,9",7,80,91
8367,Самка,Швицкая,2022-01-08,1363,1083,"26,3413318",4,"0,13",,5,,88
8368,Самец,Швицкая,2023-01-26,6768,1571,,4,"0,16","1,33",6,77,87
8369,Самка,Герефорд,2021-05-07,3583,7725,"28,12480105",5,"0,06","1,08",5,,77
8370,Самец,Герефорд,2020-08-17,1830,1931,,4,"0,04",,6,84,74
8371,Самка,Швицкая,2022-02-17,7866,8900,"21,93012125",2,"0,05","0,99",9,,76
8372,Самка,Герефорд,2019-02-10,1056,8131,"35,54115428",4,"0,14",,8,90,86
8373,Самец,Симентальская,2019-04-19,7985,5311,"37,278166",3,"0,09","1,18",8,86,85
8374,Самец,Голштинская,2023-06-21,8259,4967,"20,99975179",3,"0,08",,10,92,88
8375,Самка,Герефорд,2020-02-22,9557,6272,,4,"0,14","1,05",8,,89
8376,Самец,Швицкая,2021-08-10,5730,5796,"26,21219527",4,"0,07","0,88",7,,86
8377,Самец,Симентальская,2020-12-12,4524,8722,,3,"0,2","1,07",9,,77
8378,Самка,Айрширская,2022-05-10,9191,1021,,3,"0,09","0,91",9,94,92
8379,Самец,Айрширская,2023-11-07,7739,5964,"35,58875807",4,"0,08",1,10,,74
8380,Самка,Голштинская,2020-11-04,8865,8197,"26,64721834",4,"0,02","0,92",8,,95
8381,Самец,Голштинская,2020-09-09,3516,4014,"31,20209589",2,"0,04",,6,75,79
8382,Самец,Герефорд,2020-05-08,1532,3654,"22,46220847",4,"0,18","1,49",8,,71
8383,Самец,Голштинская,2019-04-10,1728,8145,"21,8606365",4,"0,13",,9,84,73
8384,Самец,Швицкая,2019-09-18,8719,2028,"36,84708412",5,"0,14",,7,90,78
8385,Самка,Герефорд,2023-11-21,2382,9178,"23,58865693",3,"0,15","1,42",6,92,80
8386,Самец,Голштинская,2018-04-24,7210,3960,,3,"0,08","1,25",9,82,82
8387,Самка,Айрширская,2019-08-01,2225,8694,,4,"0,14","0,9",9,,79
8388,Самец,Голштинская,2021-02-01,4784,0584,,4,"0,01",,5,,71
8389,Самка,Айрширская,2023-09-08,6402,4228,"38,03901061",3,"0,07",,8,,90
8390,Самец,Голштинская,2020-02-14,4379,8325,"28,28478024",3,"0,19",,8,,70
8391,Самка,Симентальская,2019-05-04,2494,4727,,3,"0,1",,9,92,87
8392,Самка,Швицкая,2019-06-26,1948,9750,,3,"0,17",,5,,83
8393,Самка,Симентальская,2021-04-06,1970,0996,"29,61946358",4,"0,18","1,22",5,84,77
8394,Самец,Швицкая,2018-08-26,8684,3831,"28,41608214",4,"0,07",,8,75,76
8395,Самка,Герефорд,2022-02-13,2752,0006,"25,98952683",4,"0,14",,8,90,89
8396,Самка,Симентальская,2018-06-15,8546,3031,,4,"0,14",,10,87,88
8397,Самка,Швицкая,2023-01-25,6397,8601,,4,"0,11","1,29",7,93,91
8398,Самец,Айрширская,2019-03-24,6151,7106,,4,"0,01","0,89",9,,75
8399,Самец,Швицкая,2023-02-23,1833,9560,"23,36744533",4,"0,13",,6,89,81
8400,Самец,Айрширская,2020-07-09,3443,5193,"29,8734707",4,"0,15",,8,,76
8401,Самка,Швицкая,2020-09-13,3177,7366,"25,68467947",3,"0,14","1,24",7,,85
8402,Самка,Айрширская,2021-04-18,2708,2641,"34,70949847",4,"0,16",,7,,80
8403,Самец,Голштинская,2022-11-14,9305,0910,"29,55664198",3,"0,04",,10,,93
8404,Самец,Айрширская,2019-09-05,1845,8248,"38,34545123",4,"0,12","0,92",8,92,87
8405,Самка,Швицкая,2021-03-11,3197,2527,,4,"0,04",,7,,83
8406,Самец,Симентальская,2018-09-10,6530,6495,,3,"0,15",,10,,71
8407,Самка,Голштинская,2020-04-02,0981,6686,,4,"0,12",,10,84,70
8408,Самец,Айрширская,2019-12-16,5911,6502,"20,46646242",3,"0,14","0,86",9,77,76
8409,Самка,Айрширская,2020-09-21,0591,8240,,2,"0,14",,5,77,83
8410,Самец,Симентальская,2019-07-02,2086,5096,"30,77878499",4,"0,13",,7,92,84
8411,Самец,Симентальская,2021-04-01,9476,0534,"28,1457104",3,"0,02",,5,77,94
8412,Самка,Симентальская,2018-06-20,9228,2038,"24,42861652",3,"0,05","1,21",9,75,78
8413,Самец,Симентальская,2022-05-02,4040,0124,,2,"0,07",,10,,84
8414,Самка,Айрширская,2018-08-10,4072,6220,,4,"0,1","1,27",5,88,72
8415,Самец,Айрширская,2023-01-05,7801,5120,,2,"0,13","1,08",6,92,91
8416,Самец,Голштинская,2021-01-28,4771,0527,,5,"0,04",,10,83,88
